# feature_gene,class_gene,start,end,strand,symbol,locus_tag,feature_interval_length,attributes_gene,# feature_product,class_product,product_accession_product,name_product,product_length_product,attributes_product
gene,protein_coding,2589954,2590634,+,,PP_2267,681,,CDS,with_protein,AAN67880.1,putative Phage single-stranded DNA-binding protein,226.0,
gene,protein_coding,2590657,2591082,+,,PP_2268,426,,CDS,with_protein,AAN67881.1,Phage endodeoxyribonuclease I,141.0,
gene,protein_coding,2591085,2591534,+,,PP_2269,450,,CDS,with_protein,AAN67882.1,putative N-acetylmuramoyl-L-alanine amidase,149.0,
gene,protein_coding,2591806,2593257,+,,PP_2270,1452,,CDS,with_protein,AAN67883.2,putative DNA primase/helicase protein,483.0,
gene,protein_coding,2593272,2593499,+,,PP_5508,228,,CDS,with_protein,AMM02846.1,conserved protein of unknown function,75.0,
gene,protein_coding,2593503,2593913,+,,PP_5509,411,,CDS,with_protein,AMM02847.1,conserved exported protein of unknown function,136.0,
gene,protein_coding,2593917,2594111,+,,PP_5510,195,,CDS,with_protein,AMM02848.1,protein of unknown function,64.0,
gene,protein_coding,2594352,2594957,+,,PP_2272,606,,CDS,with_protein,AAN67885.1,conserved protein of unknown function,201.0,
gene,protein_coding,2594947,2595141,+,,PP_5511,195,,CDS,with_protein,AMM02849.1,protein of unknown function,64.0,
gene,protein_coding,2595282,2597204,+,,PP_2273,1923,,CDS,with_protein,AAN67886.2,DNA polymerase I from phage origin,640.0,
gene,protein_coding,2597218,2597433,+,,PP_2274,216,,CDS,with_protein,AAN67887.1,conserved protein of unknown function,71.0,
gene,protein_coding,2597468,2597677,+,,PP_2275,210,,CDS,with_protein,AAN67888.1,conserved protein of unknown function,69.0,
gene,protein_coding,2597626,2598378,+,,PP_2276,753,,CDS,with_protein,AAN67889.2,putative phage exonuclease,250.0,
gene,protein_coding,2598662,2600047,+,,PP_2277,1386,,CDS,with_protein,AAN67890.1,conserved protein of unknown function,461.0,
gene,protein_coding,2600102,2600296,+,,PP_2278,195,,CDS,with_protein,AAN67891.1,conserved protein of unknown function,64.0,
gene,protein_coding,2600296,2600514,+,,PP_5512,219,,CDS,with_protein,AMM02850.1,protein of unknown function,72.0,
gene,protein_coding,2600524,2602098,+,,PP_2279,1575,,CDS,with_protein,AAN67892.1,Head-to-tail joining protein,524.0,
gene,protein_coding,2602076,2602237,+,,PP_2280,162,,CDS,with_protein,AAN67893.1,conserved protein of unknown function,53.0,
gene,protein_coding,2602237,2603016,+,,PP_2281,780,,CDS,with_protein,AAN67894.1,putative Capsid assembly protein,259.0,
gene,protein_coding,2603044,2603484,+,,PP_5513,441,,CDS,with_protein,AMM02851.1,conserved protein of unknown function of phage origin,146.0,
gene,protein_coding,2603870,2604838,+,,PP_2282,969,,CDS,with_protein,AAN67895.1,Minor capsid protein 10,322.0,
gene,protein_coding,2604900,2605487,+,,PP_2283,588,,CDS,with_protein,AAN67896.1,Tail tubular protein A,195.0,
gene,protein_coding,2605491,2607836,+,,PP_2284,2346,,CDS,with_protein,AAN67897.1,Tail tubular protein B,781.0,
gene,protein_coding,2607892,2608305,+,,PP_5514,414,,CDS,with_protein,AMM02852.1,conserved protein of unknown function,137.0,
gene,protein_coding,2608290,2608850,+,,PP_2285,561,,CDS,with_protein,AAN67898.1,conserved exported protein of unknown function,186.0,
gene,protein_coding,2608860,2611049,+,,PP_2286,2190,,CDS,with_protein,AAN67899.1,conserved protein of unknown function,729.0,
gene,protein_coding,2611062,2615771,+,,PP_2287,4710,,CDS,with_protein,AAN67900.1,Phage internal core protein,1569.0,
gene,protein_coding,2615834,2617474,+,,PP_2288,1641,,CDS,with_protein,AAN67901.1,Phage tail fiber protein,546.0,
gene,protein_coding,2617474,2617977,+,,PP_2289,504,,CDS,with_protein,AAN67902.1,conserved exported protein of unknown function,167.0,
gene,protein_coding,2618024,2618260,+,,PP_2290,237,,CDS,with_protein,AAN67903.1,conserved protein of unknown function,78.0,
gene,protein_coding,2618247,2618534,+,,PP_2291,288,,CDS,with_protein,AAN67904.1,conserved protein of unknown function,95.0,
gene,protein_coding,2618542,2619312,-,,PP_2292,771,,CDS,with_protein,AAN67905.1,conserved protein of unknown function,256.0,
gene,protein_coding,2619461,2621149,+,,PP_2293,1689,,CDS,with_protein,AAN67906.1,DNA maturase B,562.0,
gene,protein_coding,2621186,2621626,+,,PP_2294,441,,CDS,with_protein,AAN67907.1,conserved exported protein of unknown function,146.0,
gene,protein_coding,2621967,2622209,+,,PP_5515,243,,CDS,with_protein,AMM02853.1,protein of unknown function,80.0,
gene,protein_coding,2622557,2622811,+,,PP_5516,255,,CDS,with_protein,AMM02854.1,protein of unknown function,84.0,
gene,protein_coding,2622832,2623164,+,,PP_5517,333,,CDS,with_protein,AMM02855.1,conserved exported protein of unknown function,110.0,
gene,protein_coding,2623410,2623994,+,,PP_2295,585,,CDS,with_protein,AAN67908.1,putative antirestriction protein,194.0,
gene,protein_coding,2624409,2624765,+,,PP_2296,357,,CDS,with_protein,AAN67909.1,conserved protein of unknown function,118.0,
gene,protein_coding,2624740,2625822,+,,PP_2297,1083,,CDS,with_protein,AAN67910.2,"putative integrative genetic element Ppu40, integrase",360.0,
gene,tRNA,2626122,2626197,+,,PP_t40,76,,tRNA,,,tRNA-His,,
gene,protein_coding,2626347,2626685,+,,PP_2298,339,,CDS,with_protein,AAN67911.1,conserved protein of unknown function,112.0,
gene,protein_coding,2626916,2628247,+,tig,PP_2299,1332,,CDS,with_protein,AAN67912.1,Trigger factor,443.0,
gene,protein_coding,2628339,2628980,+,clpP,PP_2300,642,,CDS,with_protein,AAN67913.1,ATP-dependent Clp protease proteolytic subunit,213.0,
gene,protein_coding,2629044,2630372,+,clpX,PP_2301,1329,,CDS,with_protein,AAN67914.1,ATP-dependent Clp protease ATP-binding subunit ClpX,442.0,
gene,protein_coding,2630536,2632932,+,lon-II,PP_2302,2397,,CDS,with_protein,AAN67915.1,"DNA-binding, ATP-dependent protease",798.0,
gene,protein_coding,2633085,2633357,+,hupB,PP_2303,273,,CDS,with_protein,AAN67916.1,"DNA binding regulator, beta subunit B",90.0,
gene,protein_coding,2633539,2635410,+,,PP_2304,1872,,CDS,with_protein,AAN67917.1,putative Peptidyl-prolyl cis-trans isomerase D,623.0,
gene,protein_coding,2635527,2636573,-,,PP_2305,1047,,CDS,with_protein,AAN67918.1,conserved protein of unknown function,348.0,
gene,protein_coding,2636745,2637023,+,,PP_2306,279,,CDS,with_protein,AAN67919.1,conserved exported protein of unknown function,92.0,
gene,protein_coding,2637038,2637817,+,,PP_2307,780,,CDS,with_protein,AAN67920.1,conserved protein of unknown function,259.0,
gene,protein_coding,2637895,2638692,+,,PP_2308,798,,CDS,with_protein,AAN67921.1,putative Acyl-CoA thioesterase II,265.0,
gene,protein_coding,2638734,2639102,-,,PP_2309,369,,CDS,with_protein,AAN67922.1,conserved protein of unknown function,122.0,
gene,protein_coding,2639178,2640656,-,,PP_2310,1479,,CDS,with_protein,AAN67923.1,Methyl-accepting chemotaxis transducer,492.0,
gene,protein_coding,2640783,2641580,-,tatD,PP_2311,798,,CDS,with_protein,AAN67924.1,Mg-dependent cytoplasmic DNase / RNase,265.0,
gene,protein_coding,2641738,2643144,+,,PP_2312,1407,,CDS,with_protein,AAN67925.1,Lytic transglycosylase family protein,468.0,
gene,protein_coding,2643257,2643694,+,,PP_2313,438,,CDS,with_protein,AAN67926.1,conserved membrane protein of unknown function,145.0,
gene,protein_coding,2643943,2644251,+,,PP_2314,309,,CDS,with_protein,AAN67927.1,conserved protein of unknown function,102.0,
gene,protein_coding,2644263,2644751,+,greB,PP_2315,489,,CDS,with_protein,AAN67928.1,Transcription elongation factor GreB,162.0,
gene,protein_coding,2644815,2647313,-,,PP_2316,2499,,CDS,with_protein,AAN67929.1,"putative ABC transporter, permease protein",832.0,
gene,protein_coding,2647319,2648005,-,ybbA,PP_2317,687,,CDS,with_protein,AAN67930.1,putative ABC transporter - ATP binding subunit,228.0,
gene,protein_coding,2648016,2648621,+,tesA,PP_2318,606,,CDS,with_protein,AAN67931.1,acyl-CoA thioesterase I/protease I/lysophospholipase L1,201.0,
gene,protein_coding,2648650,2648970,+,,PP_2319,321,,CDS,with_protein,AAN67932.1,conserved protein of unknown function,106.0,
gene,protein_coding,2649084,2650061,+,,PP_2320,978,,CDS,with_protein,AAN67933.1,conserved exported protein of unknown function,325.0,
gene,protein_coding,2650195,2650446,-,oprI,PP_2322,252,,CDS,with_protein,AAN67935.1,Major outer membrane lipoprotein,83.0,
gene,snoRNA,2650480,2650624,-,,PP_mr32,145,,ncRNA,snoRNA,,P14 ncRNA,,
gene,protein_coding,2650804,2651235,+,,PP_2323,432,,CDS,with_protein,AAN67936.1,conserved protein of unknown function,143.0,
gene,protein_coding,2651305,2652417,-,aroF-I,PP_2324,1113,,CDS,with_protein,AAN67937.1,tyr-sensitive phospho-2-dehydro-3-deoxyheptonate aldolase,370.0,
gene,protein_coding,2652614,2653561,+,,PP_2325,948,,CDS,with_protein,AAN67938.1,2-dehydropantoate 2-reductase,315.0,
gene,protein_coding,2653686,2654183,+,,PP_2326,498,,CDS,with_protein,AAN67939.1,Universal stress protein,165.0,
gene,protein_coding,2654312,2655286,+,cysB,PP_2327,975,,CDS,with_protein,AAN67940.1,transcriptional dual regulator / CysB-O-acetyl-L-serine,324.0,
gene,protein_coding,2655456,2656190,-,cysH,PP_2328,735,,CDS,with_protein,AAN67941.1,Phosphoadenosine phosphosulfate reductase,244.0,
gene,protein_coding,2656271,2657611,-,pabB,PP_2329,1341,,CDS,with_protein,AAN67942.1,aminodeoxychorismate synthase / para-aminobenzoate synthase multi-enzyme complex,446.0,
gene,protein_coding,2657820,2658800,-,,PP_2330,981,,CDS,with_protein,AAN67943.1,conserved protein of unknown function,326.0,
gene,protein_coding,2658800,2660335,-,,PP_2331,1536,,CDS,with_protein,AAN67944.1,conserved membrane protein of unknown function,511.0,
gene,protein_coding,2660341,2660877,-,,PP_2332,537,,CDS,with_protein,AAN67945.1,conserved exported protein of unknown function,178.0,
gene,protein_coding,2661184,2661900,+,,PP_2333,717,,CDS,with_protein,AAN67946.1,GntR family transcriptional regulator,238.0,
gene,protein_coding,2661897,2662787,+,mmgF,PP_2334,891,,CDS,with_protein,AAN67947.1,2-methylisocitrate lyase,296.0,
gene,protein_coding,2662848,2663975,+,prpC,PP_2335,1128,,CDS,with_protein,AAN67948.1,methylcitrate synthase,375.0,
gene,protein_coding,2664138,2666726,+,acnA-II,PP_2336,2589,,CDS,with_protein,AAN67949.1,aconitate hydratase 1,862.0,
gene,protein_coding,2666792,2667982,+,prpF,PP_2337,1191,,CDS,with_protein,AAN67950.1,aconitate isomerase,396.0,
gene,protein_coding,2668149,2669633,+,prpD,PP_2338,1485,,CDS,with_protein,AAN67951.1,2-methylcitrate dehydratase,494.0,
gene,protein_coding,2669708,2672317,-,acnB,PP_2339,2610,,CDS,with_protein,AAN67952.1,bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase,869.0,
gene,protein_coding,2672687,2673205,+,,PP_2340,519,,CDS,with_protein,AAN67953.1,conserved protein of unknown function,172.0,
gene,protein_coding,2673216,2673572,-,queD,PP_2341,357,,CDS,with_protein,AAN67954.1,"6-carboxy-5,6,7,8-tetrahydropterin synthase",118.0,
gene,protein_coding,2673637,2673810,-,,PP_5519,174,,CDS,with_protein,AMM02856.1,conserved protein of unknown function of phage origin,57.0,
gene,protein_coding,2673832,2674026,-,,PP_2342,195,,CDS,with_protein,AAN67955.1,conserved protein of unknown function,64.0,
gene,protein_coding,2674018,2674749,+,,PP_2343,732,,CDS,with_protein,AAN67956.1,conserved protein of unknown function,243.0,
gene,protein_coding,2675055,2676134,-,,PP_2344,1080,,CDS,with_protein,AAN67957.1,conserved protein of unknown function,359.0,
gene,protein_coding,2676372,2676680,+,,PP_2345,309,,CDS,with_protein,AAN67958.1,conserved exported protein of unknown function,102.0,
gene,protein_coding,2676680,2676994,+,,PP_2346,315,,CDS,with_protein,AAN67959.1,conserved exported protein of unknown function,104.0,
gene,protein_coding,2676995,2677663,+,,PP_2347,669,,CDS,with_protein,AAN67960.1,DNA-binding response regulator,222.0,
gene,protein_coding,2677660,2678979,+,,PP_2348,1320,,CDS,with_protein,AAN67961.1,Sensor histidine kinase,439.0,
gene,protein_coding,2679260,2680414,+,,PP_2349,1155,,CDS,with_protein,AAN67962.1,CBS domain protein,384.0,
gene,protein_coding,2680388,2681254,-,,PP_2350,867,,CDS,with_protein,AAN67963.1,LysR family transcriptional regulator,288.0,
gene,protein_coding,2681435,2683324,+,prpE,PP_2351,1890,,CDS,with_protein,AAN67964.1,propionyl-CoA synthetase,629.0,
gene,protein_coding,2683437,2684564,-,,PP_2352,1128,,CDS,with_protein,AAN67965.1,conserved protein of unknown function,375.0,
gene,protein_coding,2684640,2684882,-,,PP_5520,243,,CDS,with_protein,AMM02857.1,conserved protein of unknown function,80.0,
gene,tRNA,2685142,2685216,+,,PP_t41,75,,tRNA,,,tRNA-Gln,,
gene,protein_coding,2685334,2687721,-,,PP_2354,2388,,CDS,with_protein,AAN67967.1,Sensory box histidine kinase/response regulator,795.0,
gene,protein_coding,2687735,2688196,-,,PP_2355,462,,CDS,with_protein,AAN67968.1,Response regulator receiver protein,153.0,
gene,protein_coding,2688212,2690479,-,,PP_2356,2268,,CDS,with_protein,AAN67969.1,putative Phytochrome family protein,755.0,
gene,protein_coding,2690661,2691254,+,,PP_2357,594,,CDS,with_protein,AAN67970.1,putative Type 1 pili protein CsuB,197.0,
gene,protein_coding,2691285,2691821,+,,PP_2358,537,,CDS,with_protein,AAN67971.1,putative Type 1 pili subunit CsuA/B protein,178.0,
gene,protein_coding,2691840,2692373,+,,PP_2359,534,,CDS,with_protein,AAN67972.1,putative Type 1 pili subunit CsuA/B protein,177.0,
gene,protein_coding,2692377,2692880,+,,PP_2360,504,,CDS,with_protein,AAN67973.1,putative type 1 pili subunit CsuA/B protein,167.0,
gene,protein_coding,2692903,2693697,+,,PP_2361,795,,CDS,with_protein,AAN67974.1,putative chaperone protein,264.0,
gene,protein_coding,2693710,2696103,+,,PP_2362,2394,,CDS,with_protein,AAN67975.1,putative usher protein,797.0,
gene,protein_coding,2696100,2697071,+,,PP_2363,972,,CDS,with_protein,AAN67976.1,conserved protein of unknown function,323.0,
gene,protein_coding,2697148,2698296,-,,PP_2364,1149,,CDS,with_protein,AAN67977.1,conserved protein of unknown function,382.0,
gene,protein_coding,2698438,2699211,-,,PP_2365,774,,CDS,with_protein,AAN67978.1,"Transcriptional regulator, AraC family",257.0,
gene,protein_coding,2699248,2700510,-,fsr-II,PP_2366,1263,,CDS,with_protein,AAN67979.1,fosmidomycin efflux system,420.0,
gene,protein_coding,2700643,2701830,-,,PP_2367,1188,,CDS,with_protein,AAN67980.1,putative inner membrane transport protein,395.0,
gene,protein_coding,2701836,2702639,-,dkgB,PP_2368,804,,CDS,with_protein,AAN67981.1,"2,5-diketo-D-gluconate reductase",267.0,
gene,protein_coding,2702844,2707031,+,,PP_2369,4188,,CDS,with_protein,AAN67982.1,Leucine-rich repeat domain protein,1395.0,
gene,protein_coding,2707078,2707572,-,,PP_2370,495,,CDS,with_protein,AAN67983.1,conserved protein of unknown function,164.0,
gene,protein_coding,2707556,2709208,-,cysI,PP_2371,1653,,CDS,with_protein,AAN67984.1,"Sulphite reductase hemoprotein, beta subunit",550.0,
gene,protein_coding,2709422,2710498,+,,PP_2372,1077,,CDS,with_protein,AAN67985.1,putative Periplasmic sugar-binding protein,358.0,
gene,protein_coding,2710542,2710697,+,,PP_2373,156,,CDS,with_protein,AAN67986.1,conserved protein of unknown function,51.0,
gene,protein_coding,2711011,2711253,-,,PP_2374,243,,CDS,with_protein,AAN67987.1,conserved protein of unknown function,80.0,
gene,protein_coding,2711396,2715103,-,metH,PP_2375,3708,,CDS,with_protein,AAN67988.1,cobalamin-dependent methionine synthase,1235.0,
gene,protein_coding,2715286,2717586,+,cti,PP_2376,2301,,CDS,with_protein,AAN67989.1,Esterified fatty acid cis/trans isomerase,766.0,
gene,protein_coding,2717781,2718815,+,,PP_2377,1035,,CDS,with_protein,AAN67990.2,putative acetyltransferase Act,344.0,
gene,protein_coding,2718874,2719458,+,nfuA,PP_2378,585,,CDS,with_protein,AAN67991.1,Fe/S biogenesis protein NfuA,194.0,
gene,protein_coding,2719655,2720263,+,,PP_2379,609,,CDS,with_protein,AAN67992.2,putative cytochrome oxidase biogenesis protein,202.0,
gene,protein_coding,2720264,2720746,+,,PP_2380,483,,CDS,with_protein,AAN67993.1,conserved exported protein of unknown function,160.0,
gene,protein_coding,2720796,2721038,-,,PP_2381,243,,CDS,with_protein,AAN67994.1,conserved protein of unknown function,80.0,
gene,protein_coding,2721480,2722697,+,,PP_2382,1218,,CDS,with_protein,AAN67995.2,putative transporter,405.0,
gene,protein_coding,2722746,2723591,-,,PP_2383,846,,CDS,with_protein,AAN67996.1,"Transcriptional regulator, AraC family",281.0,
gene,protein_coding,2723588,2723902,-,,PP_2384,315,,CDS,with_protein,AAN67997.1,conserved membrane protein of unknown function,104.0,
gene,protein_coding,2723899,2724591,-,azlC,PP_2385,693,,CDS,with_protein,AAN67998.1,Branched-chain amino acid transport protein AzlC,230.0,
gene,protein_coding,2724739,2725569,-,,PP_2386,831,,CDS,with_protein,AAN67999.1,conserved protein of unknown function,276.0,
gene,protein_coding,2725573,2726655,-,,PP_2387,1083,,CDS,with_protein,AAN68000.1,conserved protein of unknown function,360.0,
gene,protein_coding,2726695,2727321,-,,PP_2388,627,,CDS,with_protein,AAN68001.1,"Transporter, LysE family",208.0,
gene,protein_coding,2727324,2728112,-,,PP_2389,789,,CDS,with_protein,AAN68002.1,conserved protein of unknown function,262.0,
gene,protein_coding,2728273,2729193,+,,PP_2390,921,,CDS,with_protein,AAN68003.1,"Transcriptional regulator, LysR family",306.0,
gene,pseudogene,2729174,2729419,-,,PP_2391,246,pseudo,,,,,,
gene,protein_coding,2729554,2730597,+,,PP_2392,1044,,CDS,with_protein,AAN68004.2,putative major facilitator family transporter,347.0,
gene,protein_coding,2730664,2733024,+,polB,PP_2393,2361,,CDS,with_protein,AAN68005.1,DNA polymerase II,786.0,
gene,protein_coding,2733103,2737524,+,,PP_2394,4422,,CDS,with_protein,AAN68006.1,Leucine-rich repeat domain protein,1473.0,
gene,protein_coding,2737622,2742115,+,,PP_2395,4494,,CDS,with_protein,AAN68007.1,Leucine-rich repeat domain protein,1497.0,
gene,protein_coding,2742314,2742895,+,,PP_2396,582,,CDS,with_protein,AAN68008.1,conserved exported protein of unknown function,193.0,
gene,protein_coding,2742905,2743561,+,,PP_2397,657,,CDS,with_protein,AAN68009.1,EF hand domain protein,218.0,
gene,protein_coding,2743636,2744469,+,,PP_2398,834,,CDS,with_protein,AAN68010.1,"conserved protein of unknown function, UPF0276 family",277.0,
gene,protein_coding,2744462,2745157,+,,PP_2399,696,,CDS,with_protein,AAN68011.1,conserved protein of unknown function,231.0,
gene,protein_coding,2745192,2745680,-,,PP_2400,489,,CDS,with_protein,AAN68012.1,conserved protein of unknown function,162.0,
gene,protein_coding,2745695,2746312,-,,PP_2401,618,,CDS,with_protein,AAN68013.1,conserved membrane protein of unknown function,205.0,
gene,protein_coding,2746482,2747768,-,,PP_2402,1287,,CDS,with_protein,AAN68014.1,putative Sensor histidine kinase,428.0,
gene,protein_coding,2747765,2748505,-,,PP_2403,741,,CDS,with_protein,AAN68015.1,Chemotaxis protein CheY,246.0,
gene,protein_coding,2748726,2749001,+,,PP_2404,276,,CDS,with_protein,AAN68016.1,conserved exported protein of unknown function,91.0,
gene,protein_coding,2748991,2749527,+,,PP_2405,537,,CDS,with_protein,AAN68017.1,conserved exported protein of unknown function,178.0,
gene,protein_coding,2749641,2750489,-,,PP_2406,849,,CDS,with_protein,AAN68018.1,putative quinate/shikimate dehydrogenase,282.0,
gene,protein_coding,2750486,2750935,-,aroQ-II,PP_2407,450,,CDS,with_protein,AAN68019.1,"3-dehydroquinate dehydratase 2, type II",149.0,
gene,protein_coding,2751174,2752451,+,czcC-II,PP_2408,1278,,CDS,with_protein,AAN68020.1,cobalt-zinc-cadmium resistance protein,425.0,
gene,protein_coding,2752444,2753658,+,czcB-II,PP_2409,1215,,CDS,with_protein,AAN68021.1,cobalt-zinc-cadmium resistance protein,404.0,
