# ANI ranges report for assembly: GCA_000007565.2
# Submitted organism: Pseudomonas putida KT2440 (taxid = 160488, rank = no rank, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pseudomonas putida (taxid = 303, rank = species, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AE015451.2	CIRCULAR	3452401	3453519	6181873	JABWRZ020000001.1	2744693	2745840	GCA_014269185.2	Pseudomonas oryzicola	81.1958	96	0.0181013
S	AE015451.2	CIRCULAR	3453520	3453892	6181873	CP114035.2	3334497	3334868	GCA_026898135.2	Pseudomonas fortuita	87.5332	96	0.00603377
S	AE015451.2	CIRCULAR	3453947	3455989	6181873	BBIS01000009.1	312952	315005	GCA_000730605.1	Pseudomonas monteilii	85.3398	95.5	0.0330482
-	AE015451.2	CIRCULAR	3455990	3457300	6181873	CP101910.1	3321274	3322584	GCA_024508115.1	Pseudomonas putida	90.3127	96	0.0212072
S	AE015451.2	CIRCULAR	3457301	3460331	6181873	BBIS01000009.1	316317	319325	GCA_000730605.1	Pseudomonas monteilii	88.3147	95.5	0.0490304
-	AE015451.2	CIRCULAR	3460332	3467335	6181873	CP101910.1	3314214	3321213	GCA_024508115.1	Pseudomonas putida	89.3896	96	0.113299
-	AE015451.2	CIRCULAR	3467337	3468977	6181873	CP101910.1	3312487	3314128	GCA_024508115.1	Pseudomonas putida	91.1138	96	0.0265454
-	AE015451.2	CIRCULAR	3469017	3469942	6181873	CP101910.1	3311434	3312361	GCA_024508115.1	Pseudomonas putida	91.3793	96	0.0149793
-	AE015451.2	CIRCULAR	3470074	3472559	6181873	CP101910.1	3305988	3308475	GCA_024508115.1	Pseudomonas putida	89.4293	96	0.0402143
-	AE015451.2	CIRCULAR	3472658	3476702	6181873	CP101910.1	3301780	3305827	GCA_024508115.1	Pseudomonas putida	88.6778	96	0.0654332
-	AE015451.2	CIRCULAR	3476880	3498057	6181873	CP101910.1	3280550	3301722	GCA_024508115.1	Pseudomonas putida	90.7487	96	0.342582
-	AE015451.2	CIRCULAR	3498266	3498942	6181873	CP101910.1	3279862	3280538	GCA_024508115.1	Pseudomonas putida	95.1256	96	0.0109514
-	AE015451.2	CIRCULAR	3499064	3499785	6181873	CP101910.1	3278369	3279099	GCA_024508115.1	Pseudomonas putida	97.8112	96	0.0116793
S	AE015451.2	CIRCULAR	3499948	3500798	6181873	JABWRP020000014.1	4675	5523	GCA_014269035.2	Pseudomonas vlassakiae	90.9942	96	0.0137661
-	AE015451.2	CIRCULAR	3500799	3501505	6181873	CP101910.1	3273348	3274061	GCA_024508115.1	Pseudomonas putida	95.098	96	0.0114367
-	AE015451.2	CIRCULAR	3501558	3502465	6181873	CP101910.1	3277457	3278368	GCA_024508115.1	Pseudomonas putida	95.0712	96	0.0146881
-	AE015451.2	CIRCULAR	3502490	3503147	6181873	CP101910.1	3275641	3276299	GCA_024508115.1	Pseudomonas putida	97.3225	96	0.010644
-	AE015451.2	CIRCULAR	3503148	3503346	6181873	CP101910.1	3275149	3275348	GCA_024508115.1	Pseudomonas putida	97.3225	96	0.00321909
S	AE015451.2	CIRCULAR	3503479	3503823	6181873	BBIS01000110.1	1157	1502	GCA_000730605.1	Pseudomonas monteilii	95.3757	95.5	0.00558083
-	AE015451.2	CIRCULAR	3503824	3504979	6181873	CP101910.1	3276300	3277456	GCA_024508115.1	Pseudomonas putida	98.2714	96	0.0186998
-	AE015451.2	CIRCULAR	3505184	3505633	6181873	CP101910.1	3274697	3275146	GCA_024508115.1	Pseudomonas putida	98.6667	96	0.00727935
S	AE015451.2	CIRCULAR	3507775	3508829	6181873	BSOM01000010.1	181377	182432	GCA_030160515.1	Pseudomonas plecoglossicida	77.3496	96	0.017066
-	AE015451.2	CIRCULAR	3508830	3513426	6181873	CP101910.1	3268543	3273136	GCA_024508115.1	Pseudomonas putida	89.5662	96	0.0743626
-	AE015451.2	CIRCULAR	3513427	3513913	6181873	JACAQQ010000062.1	23	509	GCA_013387005.1	Pseudomonas putida	96.0986	96	0.00787787
-	AE015451.2	CIRCULAR	3513914	3515084	6181873	CP101910.1	3266885	3268055	GCA_024508115.1	Pseudomonas putida	89.617	96	0.0189425
S	AE015451.2	CIRCULAR	3515088	3515215	6181873	BQHW01000021.1	83988	84115	GCA_021602025.1	Pseudomonas ceruminis	74.2188	96	0.00207057
S	AE015451.2	CIRCULAR	3516510	3516726	6181873	OLKI01000031.1	386	602	GCA_900291065.1	Pseudomonas shirazica	95.8525	96	0.00351026
-	AE015451.2	CIRCULAR	3516727	3516883	6181873	JACAQQ010000062.1	510	666	GCA_013387005.1	Pseudomonas putida	95.5414	96	0.00253968
-	AE015451.2	CIRCULAR	3522370	3522815	6181873	CP101910.1	3248882	3249327	GCA_024508115.1	Pseudomonas putida	89.6861	96	0.00721464
S	AE015451.2	CIRCULAR	3522825	3523000	6181873	AUEC01000037.1	56069	56244	GCA_000425785.1	Pseudomonas taiwanensis	97.1514	96	0.00284703
S	AE015451.2	CIRCULAR	3523001	3524824	6181873	AUEC01000015.1	172935	174759	GCA_000425785.1	Pseudomonas taiwanensis	97.1514	96	0.0295056
S	AE015451.2	CIRCULAR	3524825	3524985	6181873	BSOM01000041.1	251150	251307	GCA_030160515.1	Pseudomonas plecoglossicida	86.4198	96	0.00260439
-	AE015451.2	CIRCULAR	3525194	3531291	6181873	CP101910.1	3242785	3248881	GCA_024508115.1	Pseudomonas putida	88.5284	96	0.0986432
S	AE015451.2	CIRCULAR	3531292	3531397	6181873	BLJF01000001.1	2107663	2107764	GCA_009932335.1	Pseudomonas asiatica	79.0909	96	0.00171469
-	AE015451.2	CIRCULAR	3531469	3534711	6181873	CP101910.1	3239366	3242608	GCA_024508115.1	Pseudomonas putida	91.7103	96	0.0524598
S	AE015451.2	CIRCULAR	3534712	3534821	6181873	CP119325.1	3550910	3551018	GCA_029202525.1	Candidatus Pseudomonas phytovorans	79.0909	96	0.0017794
-	AE015451.2	CIRCULAR	3534837	3536286	6181873	CP101910.1	3237770	3239219	GCA_024508115.1	Pseudomonas putida	90.9655	96	0.0234557
-	AE015451.2	CIRCULAR	3536333	3541694	6181873	CP101910.1	3232248	3237613	GCA_024508115.1	Pseudomonas putida	88.614	96	0.0867375
-	AE015451.2	CIRCULAR	3541766	3559119	6181873	CP101910.1	3214764	3232097	GCA_024508115.1	Pseudomonas putida	87.4568	96	0.280724
-	AE015451.2	CIRCULAR	3559163	3561620	6181873	CP101910.1	3212218	3214675	GCA_024508115.1	Pseudomonas putida	87.8049	96	0.0397614
-	AE015451.2	CIRCULAR	3561712	3567442	6181873	CP101910.1	3206451	3212171	GCA_024508115.1	Pseudomonas putida	89.5837	96	0.0927065
-	AE015451.2	CIRCULAR	3567447	3572446	6181873	CP101910.1	3201348	3206358	GCA_024508115.1	Pseudomonas putida	89.651	96	0.0808816
S	AE015451.2	CIRCULAR	3572447	3575460	6181873	CP114035.2	3255222	3258244	GCA_026898135.2	Pseudomonas fortuita	83.3333	96	0.0487555
S	AE015451.2	CIRCULAR	3575598	3576544	6181873	CP114035.2	3254207	3255154	GCA_026898135.2	Pseudomonas fortuita	88.3966	96	0.015319
-	AE015451.2	CIRCULAR	3576567	3577409	6181873	CP101910.1	3198522	3199364	GCA_024508115.1	Pseudomonas putida	87.1886	96	0.0136366
-	AE015451.2	CIRCULAR	3577505	3578321	6181873	CP101910.1	3197693	3198509	GCA_024508115.1	Pseudomonas putida	90.3305	96	0.0132161
-	AE015451.2	CIRCULAR	3579623	3580827	6181873	CP101910.1	3189710	3190902	GCA_024508115.1	Pseudomonas putida	90.1408	96	0.0194925
S	AE015451.2	CIRCULAR	3580828	3581062	6181873	BLJF01000001.1	2056786	2057020	GCA_009932335.1	Pseudomonas asiatica	69.1983	96	0.00380144
-	AE015451.2	CIRCULAR	3581839	3584905	6181873	CP101910.1	3186537	3189605	GCA_024508115.1	Pseudomonas putida	92.8143	96	0.0496128
-	AE015451.2	CIRCULAR	3584906	3587161	6181873	CP101910.1	3184220	3186479	GCA_024508115.1	Pseudomonas putida	92.8143	96	0.0364938
S	AE015451.2	CIRCULAR	3587162	3588140	6181873	CP114035.2	3243093	3244080	GCA_026898135.2	Pseudomonas fortuita	85.4251	96	0.0158366
-	AE015451.2	CIRCULAR	3588141	3590730	6181873	CP101910.1	3181562	3184150	GCA_024508115.1	Pseudomonas putida	88.9575	96	0.0418967
S	AE015451.2	CIRCULAR	3590731	3593937	6181873	BBIS01000025.1	86089	89289	GCA_000730605.1	Pseudomonas monteilii	85.6522	95.5	0.0518775
S	AE015451.2	CIRCULAR	3594001	3595358	6181873	BQHW01000018.1	85762	87119	GCA_021602025.1	Pseudomonas ceruminis	87.9323	96	0.0219675
S	AE015451.2	CIRCULAR	3595359	3595486	6181873	BLJG01000010.1	1370	1497	GCA_009932375.1	Pseudomonas juntendi	95.3125	96	0.00207057
S	AE015451.2	CIRCULAR	3595487	3595876	6181873	BQHW01000018.1	85244	85633	GCA_021602025.1	Pseudomonas ceruminis	94.6292	96	0.00630877
-	AE015451.2	CIRCULAR	3595912	3597101	6181873	CP101910.1	3175014	3176203	GCA_024508115.1	Pseudomonas putida	87.2324	96	0.0192498
-	AE015451.2	CIRCULAR	3597102	3599785	6181873	CP101910.1	3172212	3174894	GCA_024508115.1	Pseudomonas putida	87.2324	96	0.0434173
-	AE015451.2	CIRCULAR	3599840	3602461	6181873	CP101910.1	3169498	3172126	GCA_024508115.1	Pseudomonas putida	89.0191	96	0.0424143
-	AE015451.2	CIRCULAR	3602462	3603755	6181873	CP101910.1	3168121	3169414	GCA_024508115.1	Pseudomonas putida	89.0191	96	0.0209322
S	AE015451.2	CIRCULAR	3603756	3604791	6181873	CP114035.2	3227920	3228963	GCA_026898135.2	Pseudomonas fortuita	86.7113	96	0.0167587
-	AE015451.2	CIRCULAR	3604794	3606802	6181873	CP101910.1	3164281	3166307	GCA_024508115.1	Pseudomonas putida	88.4558	96	0.0324982
-	AE015451.2	CIRCULAR	3606856	3610248	6181873	CP101910.1	3160759	3164164	GCA_024508115.1	Pseudomonas putida	85.9783	96	0.0548863
-	AE015451.2	CIRCULAR	3610283	3615428	6181873	CP101910.1	3155537	3160681	GCA_024508115.1	Pseudomonas putida	89.4859	96	0.0832434
-	AE015451.2	CIRCULAR	3615449	3622037	6181873	CP101910.1	3148772	3155386	GCA_024508115.1	Pseudomonas putida	87.2132	96	0.106586
S	AE015451.2	CIRCULAR	3624225	3637283	6181873	AUEC01000015.1	156395	169461	GCA_000425785.1	Pseudomonas taiwanensis	85.615	96	0.211247
S	AE015451.2	CIRCULAR	3637362	3640746	6181873	AUEC01000015.1	152325	155709	GCA_000425785.1	Pseudomonas taiwanensis	84.364	96	0.0547569
S	AE015451.2	CIRCULAR	3649440	3650948	6181873	OPYN01000137.1	80868	82375	GCA_900277125.1	Pseudomonas inefficax	82.9043	96	0.0244101
S	AE015451.2	CIRCULAR	3650949	3652102	6181873	BQHW01000016.1	46762	47922	GCA_021602025.1	Pseudomonas ceruminis	79.966	96	0.0186675
S	AE015451.2	CIRCULAR	3652103	3653430	6181873	CP077075.1	4544159	4545487	GCA_019139835.1	Pseudomonas xanthosomatis	85.6391	96	0.0214822
S	AE015451.2	CIRCULAR	3653567	3654632	6181873	CP077076.1	2226173	2227232	GCA_019139895.1	Pseudomonas fakonensis	87.3477	96	0.017244
S	AE015451.2	CIRCULAR	3654650	3654769	6181873	OPYN01000137.1	70904	71019	GCA_900277125.1	Pseudomonas inefficax	75.8333	96	0.00194116
S	AE015451.2	CIRCULAR	3654770	3663959	6181873	BBIS01000009.1	70888	80106	GCA_000730605.1	Pseudomonas monteilii	85.0281	95.5	0.14866
S	AE015451.2	CIRCULAR	3664005	3666022	6181873	BBIS01000009.1	80309	82326	GCA_000730605.1	Pseudomonas monteilii	86.0603	95.5	0.0326438
S	AE015451.2	CIRCULAR	3667219	3668623	6181873	CP077097.1	2374818	2376216	GCA_014269225.2	Pseudomonas anuradhapurensis	83.3925	96	0.0227277
-	AE015451.2	CIRCULAR	3668624	3669413	6181873	CP101910.1	3106986	3107776	GCA_024508115.1	Pseudomonas putida	91.7929	96	0.0127793
S	AE015451.2	CIRCULAR	3669436	3672260	6181873	JABWRP020000008.1	50504	53335	GCA_014269035.2	Pseudomonas vlassakiae	88.9866	96	0.0456981
S	AE015451.2	CIRCULAR	3672427	3672787	6181873	JABWRP020000008.1	56096	56457	GCA_014269035.2	Pseudomonas vlassakiae	90.884	96	0.00583965
S	AE015451.2	CIRCULAR	3673975	3674531	6181873	CP077097.1	2395201	2395757	GCA_014269225.2	Pseudomonas anuradhapurensis	86.3799	96	0.00901021
-	AE015451.2	CIRCULAR	3674642	3675983	6181873	CP101910.1	3147337	3148678	GCA_024508115.1	Pseudomonas putida	87.872	96	0.0217086
-	AE015451.2	CIRCULAR	3676116	3676940	6181873	CP101910.1	3146377	3147200	GCA_024508115.1	Pseudomonas putida	88.8755	96	0.0133455
S	AE015451.2	CIRCULAR	3676941	3678627	6181873	JABWRZ020000001.1	2844034	2845713	GCA_014269185.2	Pseudomonas oryzicola	81.2869	96	0.0272895
-	AE015451.2	CIRCULAR	3678628	3689629	6181873	CP101910.1	3135295	3146297	GCA_024508115.1	Pseudomonas putida	85.4221	96	0.177972
S	AE015451.2	CIRCULAR	3689639	3690541	6181873	BLJF01000001.1	2007850	2008753	GCA_009932335.1	Pseudomonas asiatica	87.9425	96	0.0146072
S	AE015451.2	CIRCULAR	3690569	3696803	6181873	CP114035.2	3186802	3193036	GCA_026898135.2	Pseudomonas fortuita	85.7897	96	0.100859
S	AE015451.2	CIRCULAR	3696804	3696984	6181873	BLJF01000001.1	2001200	2001380	GCA_009932335.1	Pseudomonas asiatica	81.8681	96	0.00292792
S	AE015451.2	CIRCULAR	3697073	3701533	6181873	CP114035.2	3182149	3186619	GCA_026898135.2	Pseudomonas fortuita	85.4813	96	0.0721626
-	AE015451.2	CIRCULAR	3701590	3702168	6181873	CP101910.1	3134224	3134801	GCA_024508115.1	Pseudomonas putida	84.4828	96	0.00936609
S	AE015451.2	CIRCULAR	3703096	3703443	6181873	BBIS01000025.1	118729	119077	GCA_000730605.1	Pseudomonas monteilii	88	95.5	0.00562936
S	AE015451.2	CIRCULAR	3703444	3703738	6181873	CP114035.2	3178692	3178983	GCA_026898135.2	Pseudomonas fortuita	77.1812	96	0.00477202
-	AE015451.2	CIRCULAR	3703959	3719557	6181873	CP101910.1	3114298	3129940	GCA_024508115.1	Pseudomonas putida	89.174	96	0.252335
S	AE015451.2	CIRCULAR	3719558	3719679	6181873	BBIS01000025.1	134741	134862	GCA_000730605.1	Pseudomonas monteilii	57.5758	95.5	0.00197351
-	AE015451.2	CIRCULAR	3719680	3721347	6181873	CP101910.1	3112502	3114167	GCA_024508115.1	Pseudomonas putida	87.6499	96	0.0269821
S	AE015451.2	CIRCULAR	3721364	3722464	6181873	CP077097.1	2367500	2368600	GCA_014269225.2	Pseudomonas anuradhapurensis	80.6655	96	0.0178101
-	AE015451.2	CIRCULAR	3722539	3723685	6181873	CP101910.1	3110296	3111441	GCA_024508115.1	Pseudomonas putida	83.9549	96	0.0185542
-	AE015451.2	CIRCULAR	3724410	3726713	6181873	CP101910.1	3107795	3110099	GCA_024508115.1	Pseudomonas putida	82.038	96	0.0372703
S	AE015451.2	CIRCULAR	3731017	3731611	6181873	JABWRY020000001.1	2575426	2576017	GCA_014269205.2	Pseudomonas kermanshahensis	88.7395	96	0.00962491
S	AE015451.2	CIRCULAR	3731810	3732077	6181873	OLKI01000034.1	1	268	GCA_900291065.1	Pseudomonas shirazica	98.1343	96	0.00433526
S	AE015451.2	CIRCULAR	3733372	3738155	6181873	JABWRY020000001.1	3425411	3430197	GCA_014269205.2	Pseudomonas kermanshahensis	76.2712	96	0.0773875
S	AE015451.2	CIRCULAR	3743111	3746913	6181873	CP114035.2	2645254	2649056	GCA_026898135.2	Pseudomonas fortuita	88.6698	96	0.0615186
S	AE015451.2	CIRCULAR	3756996	3758608	6181873	JABWSB020000003.1	26350	27962	GCA_014269245.2	Pseudomonas kurunegalensis	90.7683	96	0.0260924
S	AE015451.2	CIRCULAR	3758636	3759268	6181873	JABWSB020000003.1	32085	32717	GCA_014269245.2	Pseudomonas kurunegalensis	89.3477	96	0.0102396
S	AE015451.2	CIRCULAR	3759269	3760306	6181873	JABWSB020000003.1	33324	34361	GCA_014269245.2	Pseudomonas kurunegalensis	89.3477	96	0.016791
S	AE015451.2	CIRCULAR	3760591	3763522	6181873	AUEC01000016.1	1309	4237	GCA_000425785.1	Pseudomonas taiwanensis	91.2035	96	0.047429
S	AE015451.2	CIRCULAR	3767983	3772044	6181873	CP081966.1	2657523	2661579	GCA_019823065.1	Pseudomonas mosselii	85.872	96	0.0657082
S	AE015451.2	CIRCULAR	3772749	3773280	6181873	JABWSB020000001.1	331839	332368	GCA_014269245.2	Pseudomonas kurunegalensis	71.2454	96	0.00860581
S	AE015451.2	CIRCULAR	3773281	3773898	6181873	CP034338.1	3689306	3689922	GCA_003940825.1	Pseudomonas oryziphila	90.1454	96	0.00999697
S	AE015451.2	CIRCULAR	3774052	3776008	6181873	JABWSB020000001.1	325807	327761	GCA_014269245.2	Pseudomonas kurunegalensis	85.0458	96	0.0316571
S	AE015451.2	CIRCULAR	3776010	3776302	6181873	CP034338.1	3699466	3699758	GCA_003940825.1	Pseudomonas oryziphila	95.5631	96	0.00473966
S	AE015451.2	CIRCULAR	3776305	3778996	6181873	JABWSB020000001.1	320359	323047	GCA_014269245.2	Pseudomonas kurunegalensis	90.319	96	0.0435467
S	AE015451.2	CIRCULAR	3779459	3784374	6181873	JABWRY020000001.1	3439759	3444673	GCA_014269205.2	Pseudomonas kermanshahensis	81.2108	96	0.0795228
S	AE015451.2	CIRCULAR	3784753	3785917	6181873	JMIT01000001.1	1541473	1542638	GCA_000731675.1	Pseudomonas capeferrum	82.6907	96	0.0188454
S	AE015451.2	CIRCULAR	3786030	3790248	6181873	CP114035.2	3880977	3885183	GCA_026898135.2	Pseudomonas fortuita	81.6808	96	0.0682479
S	AE015451.2	CIRCULAR	3790249	3790492	6181873	OLKI01000035.1	1	244	GCA_900291065.1	Pseudomonas shirazica	98.3607	96	0.00394702
S	AE015451.2	CIRCULAR	3790493	3799500	6181873	CP114035.2	3885428	3894411	GCA_026898135.2	Pseudomonas fortuita	82.6125	96	0.145716
S	AE015451.2	CIRCULAR	3799652	3800737	6181873	OPYN01000152.1	17623	18708	GCA_900277125.1	Pseudomonas inefficax	85.2941	96	0.0175675
-	AE015451.2	CIRCULAR	3800888	3804514	6181873	CP101910.1	2970802	2974431	GCA_024508115.1	Pseudomonas putida	89.9477	96	0.0586715
-	AE015451.2	CIRCULAR	3804540	3805225	6181873	CP101910.1	2966497	2967183	GCA_024508115.1	Pseudomonas putida	89.4049	96	0.011097
-	AE015451.2	CIRCULAR	3805294	3807917	6181873	CP101910.1	2960390	2963011	GCA_024508115.1	Pseudomonas putida	85.9316	96	0.0424467
S	AE015451.2	CIRCULAR	3807918	3808035	6181873	CP114035.2	3048494	3048609	GCA_026898135.2	Pseudomonas fortuita	56.5891	96	0.00190881
-	AE015451.2	CIRCULAR	3808036	3810767	6181873	CP101910.1	2957573	2960288	GCA_024508115.1	Pseudomonas putida	93.3407	96	0.0441937
-	AE015451.2	CIRCULAR	3811599	3812868	6181873	CP101910.1	2949408	2950677	GCA_024508115.1	Pseudomonas putida	88.6614	96	0.0205439
-	AE015451.2	CIRCULAR	3812884	3817126	6181873	CP101910.1	2945040	2949276	GCA_024508115.1	Pseudomonas putida	87.8318	96	0.0686362
-	AE015451.2	CIRCULAR	3817127	3818201	6181873	JACAQQ010000061.1	23	1097	GCA_013387005.1	Pseudomonas putida	96.2791	96	0.0173896
S	AE015451.2	CIRCULAR	3818202	3818399	6181873	BBIS01000121.1	1	198	GCA_000730605.1	Pseudomonas monteilii	95.9596	95.5	0.00320291
-	AE015451.2	CIRCULAR	3818400	3819382	6181873	CP101910.1	2942784	2943766	GCA_024508115.1	Pseudomonas putida	90.6409	96	0.0159013
-	AE015451.2	CIRCULAR	3819416	3820877	6181873	CP101910.1	2941167	2942628	GCA_024508115.1	Pseudomonas putida	89.6175	96	0.0236498
-	AE015451.2	CIRCULAR	3820938	3826132	6181873	CP101910.1	2935811	2941011	GCA_024508115.1	Pseudomonas putida	91.316	96	0.084036
S	AE015451.2	CIRCULAR	3828038	3828206	6181873	JHYX01000002.1	386117	386285	GCA_000688275.1	Pseudomonas plecoglossicida	94.0828	96	0.0027338
-	AE015451.2	CIRCULAR	3828334	3832268	6181873	CP101910.1	2931694	2935633	GCA_024508115.1	Pseudomonas putida	91.4764	96	0.0636538
-	AE015451.2	CIRCULAR	3832308	3832605	6181873	AP013070.1	3151109	3151410	GCA_000412675.1	Pseudomonas putida	76.7974	96	0.00482055
-	AE015451.2	CIRCULAR	3832606	3834895	6181873	CP101910.1	2787873	2790162	GCA_024508115.1	Pseudomonas putida	86.2704	96	0.0370438
-	AE015451.2	CIRCULAR	3834896	3836398	6181873	CP101910.1	2925906	2927407	GCA_024508115.1	Pseudomonas putida	86.2704	96	0.024313
-	AE015451.2	CIRCULAR	3836457	3838630	6181873	CP101910.1	2923670	2925849	GCA_024508115.1	Pseudomonas putida	88.0032	96	0.0351673
-	AE015451.2	CIRCULAR	3838631	3840168	6181873	CP101910.1	1778689	1780226	GCA_024508115.1	Pseudomonas putida	88.0032	96	0.0248792
S	AE015451.2	CIRCULAR	3840169	3846425	6181873	CP114035.2	3004133	3010374	GCA_026898135.2	Pseudomonas fortuita	89.2047	96	0.101215
-	AE015451.2	CIRCULAR	3846426	3852509	6181873	CP101910.1	2912482	2918566	GCA_024508115.1	Pseudomonas putida	89.0927	96	0.0984168
-	AE015451.2	CIRCULAR	3852576	3853734	6181873	CP101910.1	2911170	2912327	GCA_024508115.1	Pseudomonas putida	88.5444	96	0.0187484
-	AE015451.2	CIRCULAR	3853760	3854261	6181873	CP101910.1	2910003	2910504	GCA_024508115.1	Pseudomonas putida	87.0518	96	0.00812052
-	AE015451.2	CIRCULAR	3854336	3856523	6181873	CP101910.1	2906798	2908985	GCA_024508115.1	Pseudomonas putida	87.5342	96	0.0353938
S	AE015451.2	CIRCULAR	3856524	3856741	6181873	CP114035.2	2993138	2993355	GCA_026898135.2	Pseudomonas fortuita	88.9908	96	0.00352644
-	AE015451.2	CIRCULAR	3856742	3857437	6181873	CP101910.1	2906094	2906797	GCA_024508115.1	Pseudomonas putida	89.2351	96	0.0112587
-	AE015451.2	CIRCULAR	3857519	3865693	6181873	CP101910.1	2873545	2881723	GCA_024508115.1	Pseudomonas putida	85.2019	96	0.132241
-	AE015451.2	CIRCULAR	3865865	3869436	6181873	CP101910.1	2869888	2873458	GCA_024508115.1	Pseudomonas putida	90.0672	96	0.0577818
-	AE015451.2	CIRCULAR	3869492	3874229	6181873	CP101910.1	2864995	2869732	GCA_024508115.1	Pseudomonas putida	87.55	96	0.0766434
-	AE015451.2	CIRCULAR	3874323	3876743	6181873	CP101910.1	2862537	2864957	GCA_024508115.1	Pseudomonas putida	90.2228	96	0.0391629
-	AE015451.2	CIRCULAR	3876787	3882841	6181873	CP101910.1	2847432	2853486	GCA_024508115.1	Pseudomonas putida	94.038	96	0.0979477
S	AE015451.2	CIRCULAR	3882922	3899493	6181873	BBIS01000012.1	64327	80848	GCA_000730605.1	Pseudomonas monteilii	84.6542	95.5	0.268074
-	AE015451.2	CIRCULAR	3899494	3903036	6181873	CP101910.1	2827223	2830765	GCA_024508115.1	Pseudomonas putida	89.5316	96	0.0573127
-	AE015451.2	CIRCULAR	3903149	3912765	6181873	CP101910.1	3332278	3341889	GCA_024508115.1	Pseudomonas putida	87.7606	96	0.155568
-	AE015451.2	CIRCULAR	3912774	3919985	6181873	CP101910.1	3341981	3349162	GCA_024508115.1	Pseudomonas putida	89.5787	96	0.116664
-	AE015451.2	CIRCULAR	3920112	3926636	6181873	CP101910.1	3349311	3355839	GCA_024508115.1	Pseudomonas putida	90.5579	96	0.105551
-	AE015451.2	CIRCULAR	3926637	3929778	6181873	CP101910.1	3355929	3359058	GCA_024508115.1	Pseudomonas putida	90.5579	96	0.050826
-	AE015451.2	CIRCULAR	3929803	3935574	6181873	CP101910.1	3360270	3366042	GCA_024508115.1	Pseudomonas putida	87.3615	96	0.0933698
S	AE015451.2	CIRCULAR	3935600	3936029	6181873	BLJF01000001.1	1719842	1720278	GCA_009932335.1	Pseudomonas asiatica	88.6364	96	0.00695582
S	AE015451.2	CIRCULAR	3937243	3937745	6181873	BQHW01000069.1	10	516	GCA_021602025.1	Pseudomonas ceruminis	87.5984	96	0.00813669
-	AE015451.2	CIRCULAR	3938975	3960528	6181873	CP101910.1	3366182	3387751	GCA_024508115.1	Pseudomonas putida	89.8038	96	0.348665
-	AE015451.2	CIRCULAR	3960587	3962953	6181873	CP101910.1	3395503	3397866	GCA_024508115.1	Pseudomonas putida	90.4139	96	0.0382894
S	AE015451.2	CIRCULAR	3962954	3963070	6181873	BBIS01000012.1	144033	144173	GCA_000730605.1	Pseudomonas monteilii	69.7183	95.5	0.00189263
-	AE015451.2	CIRCULAR	3963071	3965187	6181873	CP101910.1	3397931	3400054	GCA_024508115.1	Pseudomonas putida	89.0773	96	0.0342453
-	AE015451.2	CIRCULAR	3965188	3965597	6181873	CP101910.1	3414981	3415391	GCA_024508115.1	Pseudomonas putida	89.0773	96	0.00663229
-	AE015451.2	CIRCULAR	3965722	3967790	6181873	CP101910.1	3415508	3417576	GCA_024508115.1	Pseudomonas putida	92.6606	96	0.0334688
S	AE015451.2	CIRCULAR	3967864	3969263	6181873	JABWRY020000001.1	2439844	2441244	GCA_014269205.2	Pseudomonas kermanshahensis	90.0856	96	0.0226469
S	AE015451.2	CIRCULAR	3969270	3969433	6181873	BQHW01000034.1	11796	11959	GCA_021602025.1	Pseudomonas ceruminis	91.9097	96	0.00265292
S	AE015451.2	CIRCULAR	3969434	3971394	6181873	BQHW01000053.1	13085	15045	GCA_021602025.1	Pseudomonas ceruminis	91.9097	96	0.0317218
S	AE015451.2	CIRCULAR	3971395	3971648	6181873	JABWSB020000003.1	39616	39868	GCA_014269245.2	Pseudomonas kurunegalensis	90.9804	96	0.00410879
-	AE015451.2	CIRCULAR	3973147	3982792	6181873	CP101910.1	3417611	3427277	GCA_024508115.1	Pseudomonas putida	89.7632	96	0.156037
-	AE015451.2	CIRCULAR	3982865	3984061	6181873	CP101910.1	3429336	3430532	GCA_024508115.1	Pseudomonas putida	94.9039	96	0.0193631
-	AE015451.2	CIRCULAR	3984196	3985571	6181873	CP101910.1	3430672	3432047	GCA_024508115.1	Pseudomonas putida	88.8325	96	0.0222586
-	AE015451.2	CIRCULAR	3985595	3990662	6181873	CP101910.1	3432144	3437210	GCA_024508115.1	Pseudomonas putida	91.2032	96	0.0819816
-	AE015451.2	CIRCULAR	3990726	3991838	6181873	CP101910.1	3437223	3438335	GCA_024508115.1	Pseudomonas putida	86.9721	96	0.0180043
