GENE_ID	COG_ID	COG_CATEGORY	COG_NAME	PATHWAY	FUNC_CATEGORY_NUMBER	FUNC_CATEGORY	COG_GROUP	COG_CATEGORY_DESCRIPTION	ASSOC_COLOR
PP_RS14700	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS14700	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS15290	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS15290	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18420	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS18420	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19520	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS19520	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS21795	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS21795	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22990	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS22990	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27495	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS27495	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27820	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS27820	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS15190	COG1171	E	Threonine deaminase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS16635	COG1171	E	Threonine deaminase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS17930	COG1171	E	Threonine deaminase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22995	COG1171	E	Threonine deaminase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26830	COG1171	E	Threonine deaminase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12810	COG1172	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS14360	COG1172	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS14365	COG1172	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS04645	COG1173	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS04645	COG1173	P	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS16790	COG1173	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS16790	COG1173	P	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS17435	COG1173	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS17435	COG1173	P	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS23140	COG1173	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23140	COG1173	P	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS04595	COG1174	E	ABC-type proline/glycine betaine transport system, permease component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS04605	COG1174	E	ABC-type proline/glycine betaine transport system, permease component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05310	COG1175	G	ABC-type sugar transport system, permease component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS11745	COG1175	G	ABC-type sugar transport system, permease component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS02180	COG1176	E	ABC-type spermidine/putrescine transport system, permease component I	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS07650	COG1176	E	ABC-type spermidine/putrescine transport system, permease component I	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19855	COG1176	E	ABC-type spermidine/putrescine transport system, permease component I	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26975	COG1176	E	ABC-type spermidine/putrescine transport system, permease component I	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02185	COG1177	E	ABC-type spermidine/putrescine transport system, permease component II	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS07645	COG1177	E	ABC-type spermidine/putrescine transport system, permease component II	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS08865	COG1177	E	ABC-type spermidine/putrescine transport system, permease component II	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19860	COG1177	E	ABC-type spermidine/putrescine transport system, permease component II	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26970	COG1177	E	ABC-type spermidine/putrescine transport system, permease component II	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25485	COG1178	P	ABC-type Fe3+ transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS26765	COG1178	P	ABC-type Fe3+ transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS27065	COG1178	P	ABC-type Fe3+ transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS07860	COG1179	J	tRNA A37 threonylcarbamoyladenosine dehydratase	tRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS06925	COG1181	M	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS06925	COG1181	R	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS08990	COG1181	M	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS08990	COG1181	R	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS22565	COG1181	M	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS22565	COG1181	R	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS22590	COG1181	M	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS22590	COG1181	R	D-alanine-D-alanine ligase or related ATP-grasp enzyme	Mureine biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS14880	COG1182	C	FMN-dependent NADH-azoreductase	NA	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS23635	COG1182	C	FMN-dependent NADH-azoreductase	NA	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS24385	COG1183	I	Phosphatidylserine synthase	NA	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS28490	COG1183	I	Phosphatidylserine synthase	NA	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS24545	COG1185	J	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS07705	COG1186	J	Protein chain release factor PrfB	Translation factors	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS15280	COG1186	J	Protein chain release factor PrfB	Translation factors	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS06165	COG1187	J	Pseudouridylate synthase RsuA/RluF, specific for 16S rRNA U516, 23S rRNA U2605, and tRNA(Tyr)-35	16S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS07275	COG1187	J	Pseudouridylate synthase RsuA/RluF, specific for 16S rRNA U516, 23S rRNA U2605, and tRNA(Tyr)-35	16S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS23410	COG1187	J	Pseudouridylate synthase RsuA/RluF, specific for 16S rRNA U516, 23S rRNA U2605, and tRNA(Tyr)-35	16S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS24940	COG1187	J	Pseudouridylate synthase RsuA/RluF, specific for 16S rRNA U516, 23S rRNA U2605, and tRNA(Tyr)-35	16S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS01320	COG1188	J	Ribosomal 50S subunit-recycling heat shock protein, contains S4 domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS07710	COG1190	J	Lysyl-tRNA synthetase, class II	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS22540	COG1191	K	DNA-directed RNA polymerase specialized sigma subunit	RNA polymerase	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS00010	COG1192	D	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS00010	COG1192	N	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS12570	COG1192	D	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS12570	COG1192	N	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS19255	COG1192	D	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS19255	COG1192	N	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS22505	COG1192	D	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS22505	COG1192	N	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS26430	COG1192	D	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS26430	COG1192	N	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS01530	COG1194	L	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS00060	COG1195	L	Recombinational DNA repair ATPase RecF	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS20705	COG1195	L	Recombinational DNA repair ATPase RecF	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS28465	COG1195	L	Recombinational DNA repair ATPase RecF	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS22215	COG1196	D	Chromosome segregation ATPase Smc	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS11145	COG1197	L	Transcription-repair coupling factor (superfamily II helicase)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS11145	COG1197	K	Transcription-repair coupling factor (superfamily II helicase)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS26520	COG1198	L	Primosomal protein N' (replication factor Y) - superfamily II helicase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS05855	COG1199	L	Rad3-related DNA helicase DinG	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS14750	COG1199	L	Rad3-related DNA helicase DinG	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS27665	COG1200	L	RecG-like helicase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS05535	COG1201	L	Lhr-like helicase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS05740	COG1201	L	Lhr-like helicase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS28200	COG1207	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS02145	COG1208	J	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS02145	COG1208	M	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS03885	COG1208	J	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS03885	COG1208	M	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09170	COG1209	M	dTDP-glucose pyrophosphorylase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS19885	COG1210	M	UTP-glucose-1-phosphate uridylyltransferase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS08320	COG1211	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Isoprenoid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS09800	COG1212	M	CMP-2-keto-3-deoxyoctulosonic acid synthetase	Lipid A biosynthesis	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS07765	COG1214	J	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	tRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS07855	COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS13730	COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS16375	COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS16980	COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS17940	COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS09215	COG1216	G	Glycosyltransferase, GT2 family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS09220	COG1216	G	Glycosyltransferase, GT2 family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS16350	COG1216	G	Glycosyltransferase, GT2 family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS16360	COG1216	G	Glycosyltransferase, GT2 family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS26305	COG1217	T	Predicted membrane GTPase TypA/BipA involved in stress response	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
